zip,lat,lng
47032,"Adult",3294,52,394266,190
47037,"Youth",1825,38,229598,61
47037,"Adult",3602,55,454696,348
47038,"Youth",1087,22,190421,50
47040,"Youth",1555,37,160703,49
47040,"Adult",4058,57,557077,140
47041,"Youth",1651,29,181281,48
47041,"Adult",3264,52,556808,147
47042,"Youth",2133,54,271806,85
47042,"Adult",5058,69,879424,292
47043,"Youth",2210,58,271593,74
47043,"Adult",7354,100,1102698,203
47060,"Youth",1537,36,179024,40
47060,"Adult",3536,50,557525,95
47102,"Youth",3971,82,416226,168
47102,"Adult",18418,236,2615618,673
47108,"Adult",1645,25,203785,110
47111,"Youth",3333,76,275046,86
47111,"Adult",9963,133,1027774,313
47112,"Youth",3689,58,423024,83
47112,"Adult",12513,124,1795160,349
47118,"Youth",1389,37,158256,40
47118,"Adult",3810,53,381673,153
47119,"Adult",3123,43,2078692,44
47122,"Youth",1632,23,366398,NA
47122,"Adult",3461,35,424814,111
47126,"Adult",2182,30,387278,98
47129,"Youth",8347,180,931556,179
47129,"Adult",27590,281,3267302,872
47130,"Youth",17507,327,2395703,408
47130,"Adult",70774,677,9014166,2544
47138,"Youth",1398,41,125867,49
47138,"Adult",4198,60,457014,112
47140,"Youth",1470,24,136081,49
47140,"Adult",4268,52,451894,177
47150,"Youth",13192,275,1720829,346
47150,"Adult",66197,701,9385173,2603
47161,"Adult",2620,35,316690,100
47164,"Adult",3370,34,439179,60
47165,"Youth",2181,49,269468,48
47165,"Adult",7721,81,835635,179
47167,"Youth",8051,151,865134,188
47167,"Adult",27378,275,3428515,955
47170,"Youth",6115,116,703568,191
47170,"Adult",26647,317,3840867,1201
47172,"Youth",3397,74,438213,68
47172,"Adult",5743,81,680492,220
47201,"Youth",16802,328,2219682,532
47201,"Adult",58400,738,8156930,3646
47202,"Adult",1440,27,119733,110
47203,"Youth",9393,160,1464874,283
47203,"Adult",28938,317,4451005,1866
47220,"Youth",2228,35,257324,68
47220,"Adult",3896,67,588826,237
47229,"Youth",601,22,64208,21
47229,"Adult",3649,56,652974,245
47230,"Youth",756,29,72615,37
47230,"Adult",2367,35,330970,113
47232,"Adult",1598,25,241290,100
47235,"Adult",973,23,115106,56
47240,"Youth",12603,291,1438633,488
47240,"Adult",28601,385,3584910,1668
47243,"Youth",3777,76,391958,114
47243,"Adult",6474,99,931113,312
47246,"Youth",2024,26,227780,33
47246,"Adult",4083,48,478490,219
47250,"Youth",12693,237,1644025,332
47250,"Adult",35075,477,5014545,1501
47260,"Adult",948,23,219743,49
47265,"Youth",12302,209,1391439,252
47265,"Adult",31018,374,4029317,1478
47272,"Adult",2746,30,423713,162
47274,"Youth",7200,139,786341,307
47274,"Adult",31926,399,4084255,1960
47280,"Adult",1554,21,166070,118
47283,"Youth",1794,48,225275,78
47283,"Adult",2491,53,263820,249
47302,"Youth",29406,481,3056487,521
47302,"Adult",82916,873,10994668,3971
47303,"Youth",11559,192,1332835,250
47303,"Adult",43027,416,6003368,1611
47304,"Youth",24674,295,2723779,325
47304,"Adult",34459,303,6634152,1087
47305,"Youth",3597,64,345953,88
47305,"Adult",36682,301,5340621,1566
47320,"Youth",1247,29,408463,26
47320,"Adult",2895,36,547934,105
47325,"Adult",1544,22,187243,50
47327,"Youth",3172,45,323197,NA
47327,"Adult",4891,73,622800,196
47330,"Youth",3767,64,413158,53
47330,"Adult",10223,110,2599190,328
47331,"Youth",27245,413,3258861,527
47331,"Adult",59197,792,8716159,2281
47334,"Youth",1071,33,149386,45
47334,"Adult",2380,30,455137,132
47336,"Youth",4427,68,563898,50
47336,"Adult",3697,53,453329,232
47338,"Youth",2051,31,212169,42
47338,"Adult",2225,28,323135,165
47340,"Youth",1520,24,160294,44
47340,"Adult",2881,33,325416,107
47341,"Youth",2313,38,242021,33
47341,"Adult",2303,39,225718,69
47342,"Youth",2251,35,334686,47
47342,"Adult",2164,34,403126,131
47346,"Youth",981,22,92335,37
47346,"Adult",3703,45,456706,119
47348,"Youth",5035,94,589020,176
47348,"Adult",12747,159,1786089,568
47353,"Youth",3387,67,388738,60
47353,"Adult",3250,66,415205,168
47355,"Youth",1196,24,180828,NA
47355,"Adult",3728,48,511676,169
47356,"Youth",1503,29,156819,43
47356,"Adult",3473,51,541612,130
47359,"Youth",2162,35,207224,56
47359,"Adult",3742,59,502533,174
47362,"Youth",14003,241,1545684,369
47362,"Adult",44795,566,6881598,2153
47368,"Youth",1337,24,143821,NA
47368,"Adult",1571,26,300714,122
47371,"Youth",9674,137,981831,148
47371,"Adult",26497,213,3301045,768
47373,"Youth",1374,23,121666,45
47373,"Adult",3758,37,391786,142
47374,"Youth",68353,1003,7877123,1147
47374,"Adult",180396,1795,24735318,5988
47375,"Youth",4412,40,605297,39
47375,"Adult",2921,33,559214,105
47380,"Youth",1077,25,83654,NA
47380,"Adult",2488,28,425402,143
47390,"Youth",5966,91,771519,73
47390,"Adult",9358,93,944248,247
47394,"Youth",6305,117,929657,178
47394,"Adult",21890,222,2999674,943
47396,"Youth",3494,52,299780,61
47396,"Adult",3181,38,434365,78
47401,"Youth",4571,96,470708,145
47401,"Adult",43891,604,6721220,2538
47402,"Adult",2067,27,217659,101
47403,"Youth",9751,175,1371195,186
47403,"Adult",56428,661,7714181,2313
47404,"Youth",5612,133,970776,179
47404,"Adult",44109,612,5934619,2401
47408,"Adult",14613,169,3391893,481
47421,"Youth",5860,152,822810,199
47421,"Adult",27966,434,3822766,1827
47424,"Youth",2749,67,285373,73
47424,"Adult",12761,156,1383042,711
47429,"Youth",1198,22,138380,30
47429,"Adult",6722,100,1004618,238
47431,"Adult",1822,29,215903,80
47432,"Youth",1581,33,138226,48
47432,"Adult",5080,66,883931,215
47433,"Youth",1243,34,109679,24
47433,"Adult",3619,63,487314,187
47438,"Youth",1668,44,144177,63
47438,"Adult",7630,85,920529,316
47441,"Youth",4122,72,434057,174
47441,"Adult",16437,186,2189860,672
47443,"Adult",2037,25,177867,97
47446,"Youth",3448,78,368943,85
47446,"Adult",8072,139,1123623,580
47448,"Youth",3912,81,491452,91
47448,"Adult",7858,108,947264,357
47451,"Adult",1304,23,198531,83
47452,"Youth",1574,43,227789,57
47452,"Adult",6854,78,684938,252
47454,"Youth",4192,89,497747,146
47454,"Adult",14699,191,2362213,755
47459,"Adult",2300,46,306222,132
47460,"Youth",5032,130,665703,120
47460,"Adult",13407,208,1818052,572
47462,"Adult",2635,51,318862,117
47469,"Adult",2260,31,256048,121
47471,"Youth",850,22,78330,21
47471,"Adult",3112,47,273274,162
47501,"Youth",9278,197,1015965,279
47501,"Adult",35524,407,4201148,2079
47512,"Youth",2835,63,257602,108
47512,"Adult",8134,88,848955,711
47520,"Youth",2115,47,203096,126
47520,"Adult",4532,70,629834,447
47523,"Adult",2348,26,362269,106
47542,"Youth",1974,45,180209,70
47542,"Adult",7396,94,1264074,370
47546,"Youth",4437,92,710330,163
47546,"Adult",15481,168,2942728,519
47553,"Youth",2257,43,199949,69
47553,"Adult",8572,108,1047247,302
47562,"Adult",2494,29,345123,117
47567,"Youth",2141,48,206425,56
47567,"Adult",7772,89,1318255,378
47581,"Youth",955,30,281771,38
47581,"Adult",3281,52,273110,111
47586,"Youth",4514,84,588314,271
47586,"Adult",9942,138,1534790,688
47591,"Youth",18436,335,1839554,666
47591,"Adult",62526,613,7036116,4331
47598,"Youth",1181,24,127229,NA
47598,"Adult",2442,29,320444,136
47601,"Youth",4202,117,599070,271
47601,"Adult",12737,171,1666086,771
47610,"Youth",2074,54,218140,107
47610,"Adult",4920,71,541317,317
47611,"Adult",986,21,67493,47
47615,"Adult",954,21,179833,91
47620,"Youth",3127,88,283970,80
47620,"Adult",14163,199,1959114,673
47630,"Youth",3994,92,753674,143
47630,"Adult",10266,134,1616063,406
47635,"Youth",1327,28,145629,55
47635,"Adult",6778,76,832862,292
47648,"Youth",552,23,158933,34
47648,"Adult",2078,35,350404,183
47660,"Youth",987,33,96424,48
47660,"Adult",3771,56,602602,227
47665,"Youth",959,24,99394,53
47665,"Adult",2349,36,268517,115
47670,"Youth",4584,115,744513,171
47670,"Adult",12248,202,1310136,1016
47708,"Adult",2310,23,352077,201
47710,"Youth",7204,166,1181959,308
47710,"Adult",33083,443,4552754,1948
47711,"Youth",6197,158,738103,304
47711,"Adult",29701,421,3876164,2232
47712,"Youth",6455,146,971008,270
47712,"Adult",15745,214,1699900,774
47713,"Youth",7553,153,892107,325
47713,"Adult",33333,457,5703154,2304
47714,"Youth",11773,271,1616341,428
47714,"Adult",47051,585,7036660,3147
47715,"Youth",7344,136,1963646,267
47715,"Adult",16619,232,2443423,978
47720,"Youth",3108,63,432809,75
47720,"Adult",6700,104,941134,324
47725,"Youth",927,30,98396,24
47725,"Adult",2463,33,429740,92
47802,"Youth",22297,291,2776408,446
47802,"Adult",39748,446,5779246,2077
47803,"Youth",7626,118,740119,219
47803,"Adult",20042,230,2923685,711
47804,"Youth",10975,185,1068998,273
47804,"Adult",44154,399,5634028,1942
47805,"Youth",4638,70,629130,127
47805,"Adult",9917,141,1124987,676
47807,"Youth",15540,216,1772756,481
47807,"Adult",43314,466,6083834,2350
47834,"Youth",10276,201,1201003,231
47834,"Adult",23634,328,2777802,1336
47838,"Adult",1887,22,266251,190
47841,"Adult",2566,24,417537,120
47842,"Youth",6808,105,717255,145
47842,"Adult",11127,152,1194355,463
47868,"Youth",1754,41,253124,54
47868,"Adult",4742,72,607876,234
47872,"Youth",2216,35,282202,52
47872,"Adult",9089,131,1383827,460
47874,"Youth",1324,23,140957,45
47874,"Adult",1402,24,145829,87
47879,"Youth",1568,29,121953,24
47879,"Adult",3840,43,465567,168
47882,"Youth",4362,83,449088,110
47882,"Adult",12192,143,1264905,491
47885,"Youth",4526,88,425248,124
47885,"Adult",9276,126,1181850,504
47901,"Youth",2161,37,413332,72
47901,"Adult",20589,168,2470516,1126
47904,"Youth",16685,200,1697884,361
47904,"Adult",57266,501,7021409,2273
47905,"Youth",24545,312,2542098,533
47905,"Adult",42576,453,5600957,1863
47906,"Youth",15186,221,1785784,313
47906,"Adult",35206,293,3791886,849
47909,"Youth",20496,293,2280576,400
47909,"Adult",26480,321,3292453,1262
47918,"Youth",4025,63,300518,72
47918,"Adult",11301,110,1386295,559
47920,"Youth",1169,22,209579,21
47921,"Youth",1050,22,99515,NA
47923,"Adult",3071,30,338943,155
47932,"Youth",3409,39,304489,47
47932,"Adult",2294,28,380163,101
47933,"Youth",21581,359,2259487,702
47933,"Adult",43972,607,5799819,2417
47944,"Youth",2270,49,348507,21
47944,"Adult",4261,68,474992,197
47946,"Youth",867,22,80996,35
47946,"Adult",1921,28,224247,81
47948,"Adult",1768,27,148478,55
47951,"Youth",1976,29,178351,28
47951,"Adult",2376,30,255494,66
47952,"Youth",1532,27,135926,37
47952,"Adult",2510,37,273355,100
47954,"Youth",2784,37,232147,45
47954,"Adult",1787,23,255534,158
47955,"Adult",953,22,101985,42
47957,"Youth",1589,26,157008,27
47957,"Adult",2114,32,419152,118
47959,"Youth",779,22,93315,52
47959,"Adult",3835,41,578649,174
47960,"Youth",9947,188,1177951,348
47960,"Adult",19199,277,3103413,1188
47963,"Youth",1605,21,128847,NA
47963,"Adult",2039,28,280663,103
47970,"Youth",2210,33,231424,45
47970,"Adult",2626,35,269205,108
47971,"Youth",1953,32,222549,22
47971,"Adult",3396,52,360273,86
47977,"Youth",1752,22,175555,55
47978,"Youth",6166,109,590681,189
47978,"Adult",11445,152,1469299,434
47987,"Youth",2170,41,178688,55
47987,"Adult",3227,45,378434,156
47990,"Adult",1695,24,267494,113
47993,"Youth",3729,66,310473,89
47993,"Adult",4339,61,390553,241
